Frame_name,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y
0161.png,824.9330444335938,927.7493286132812,1222.6668701171875,972.6541137695312,1429.3599853515625,891.0073852539062,1475.7271728515625,977.7437133789062
0162.png,824.9330444335938,927.7490234375,1222.666748046875,972.6541748046875,1429.360107421875,891.0077514648438,1475.7271728515625,977.74365234375
0163.png,830.8886108398438,925.6749267578125,1228.34423828125,970.8929443359375,1434.9293212890625,889.1427612304688,1481.5892333984375,975.9942626953125
0164.png,836.1464233398438,924.5145874023438,1233.6529541015625,969.225341796875,1440.4459228515625,887.309326171875,1487.0709228515625,974.3019409179688
0165.png,842.0265502929688,922.5215454101562,1239.38818359375,968.248046875,1446.4522705078125,886.2037353515625,1493.1092529296875,973.3040771484375
0166.png,848.4723510742188,921.5206909179688,1245.599609375,967.465576171875,1452.7216796875,885.6251220703125,1499.439208984375,972.60888671875
0167.png,848.4652709960938,921.516845703125,1245.6087646484375,967.45849609375,1452.72216796875,885.6261596679688,1499.43896484375,972.6102905273438
0168.png,855.1200561523438,922.5006103515625,1252.5697021484375,966.7659301757812,1459.043701171875,884.3444213867188,1506.3851318359375,972.0750732421875
0169.png,861.6280517578125,921.8557739257812,1259.3675537109375,966.3428344726562,1465.725341796875,883.9586791992188,1513.135498046875,971.689453125
0170.png,868.0028076171875,922.4789428710938,1265.8419189453125,966.5365600585938,1472.3162841796875,884.4354248046875,1519.43408203125,971.8660888671875
0171.png,875.6033325195312,922.2824096679688,1273.2274169921875,967.4302368164062,1480.0543212890625,885.2405395507812,1527.0250244140625,972.7754516601562
0172.png,875.6075439453125,922.2635498046875,1273.2252197265625,967.4296875,1480.10400390625,885.29345703125,1527.107177734375,972.7691040039062
0173.png,883.44287109375,924.0489501953125,1281.1966552734375,968.5252685546875,1487.7078857421875,886.0655517578125,1535.0205078125,974.04931640625
0174.png,890.8137817382812,925.2821655273438,1288.7147216796875,969.9263916015625,1495.4835205078125,887.424560546875,1542.6500244140625,975.3157348632812
0175.png,896.10400390625,925.6541748046875,1294.0938720703125,970.5643310546875,1501.0035400390625,888.1336059570312,1548.1492919921875,976.035888671875
0176.png,899.7171630859375,926.424072265625,1297.6119384765625,972.276611328125,1504.692138671875,889.85888671875,1551.6629638671875,977.7071533203125
0177.png,899.7166748046875,926.4308471679688,1297.5960693359375,972.2848510742188,1504.6781005859375,889.8179931640625,1551.6629638671875,977.7071533203125
0178.png,901.5555419921875,928.5193481445312,1299.2022705078125,975.4579467773438,1506.3116455078125,892.426025390625,1553.3564453125,980.9185791015625
0179.png,901.9515991210938,930.1893310546875,1299.4967041015625,977.7462158203125,1507.22314453125,894.9234619140625,1553.5467529296875,983.1719970703125
0180.png,901.8388671875,931.760009765625,1299.347412109375,979.2014770507812,1507.07666015625,896.3814697265625,1553.541259765625,984.6272583007812
0181.png,902.1219482421875,933.8002319335938,1299.1826171875,981.2548217773438,1507.4207763671875,898.6409301757812,1553.6114501953125,986.6009521484375
0182.png,902.1219482421875,933.7997436523438,1299.1824951171875,981.2548217773438,1507.4208984375,898.6409301757812,1553.6116943359375,986.6011352539062
0183.png,902.3252563476562,936.262451171875,1299.7003173828125,983.0801391601562,1507.6605224609375,900.310546875,1554.22607421875,988.4196166992188
0184.png,903.1185302734375,936.6826782226562,1300.6212158203125,984.0983276367188,1508.579833984375,901.4205322265625,1555.32861328125,989.4537353515625
0185.png,904.5569458007812,936.3554077148438,1302.0301513671875,983.2965087890625,1510.0693359375,900.931884765625,1556.810546875,988.5625
0186.png,905.3326416015625,935.131591796875,1303.18017578125,980.815185546875,1511.232177734375,898.6094360351562,1557.8194580078125,986.111328125
0187.png,905.3325805664062,935.130615234375,1303.1802978515625,980.8151245117188,1511.23095703125,898.6070556640625,1557.8197021484375,986.1112670898438
